identifiant_commande;identifiant_client;identifiant_produit;quantite;prix_unitaire;date
OR005072;CL000040;PR000001;7;2.41;2022-07-28
OR005073;CL000022;PR000015;26;17.66;2022-07-28
OR005074;CL000005;PR000028;44;2.48;2022-07-28
OR005075;CL000013;PR000027;21;31.83;2022-07-28
OR005076;CL000009;PR000009;46;15.14;2022-07-28
OR005077;CL000005;PR000028;3;2.53;2022-07-28
OR005078;CL000005;PR000005;43;10.62;2022-07-28
OR005079;CL000039;PR000028;30;2.53;2022-07-28
OR005080;CL000016;PR000011;21;33.64;2022-07-28
OR005081;CL000049;PR000003;12;27.35;2022-07-28
OR005082;CL000061;PR000024;30;12.29;2022-07-28
OR005083;CL000078;PR000013;39;3.83;2022-07-29
OR005084;CL000016;PR000004;30;9.03;2022-07-29
OR005085;CL000069;PR000014;38;34.41;2022-07-29
OR005086;CL000008;PR000028;22;2.53;2022-07-29
OR005087;CL000056;PR000013;8;3.61;2022-07-29
OR005088;CL000095;PR000001;42;2.51;2022-07-29
OR005089;CL000023;PR000016;25;6.64;2022-07-29
OR005090;CL000013;PR000014;26;31.79;2022-07-29
OR005091;CL000032;PR000001;47;2.41;2022-07-29
OR005092;CL000065;PR000028;45;2.58;2022-07-29
OR005093;CL000063;PR000006;1;23.77;2022-07-29
OR005094;CL000019;PR000026;8;11.15;2022-07-30
OR005095;CL000035;PR000012;4;15.28;2022-07-30
OR005096;CL000066;PR000013;49;3.75;2022-07-30
OR005097;CL000086;PR000013;44;4.07;2022-07-30
OR005098;CL000016;PR000009;27;13.98;2022-07-30
OR005099;CL000038;PR000023;10;13.13;2022-07-30
OR005100;CL000038;PR000026;44;11.15;2022-07-30
OR005101;CL000008;PR000001;4;2.31;2022-07-30
OR005102;CL000057;PR000028;42;2.58;2022-07-30
OR005103;CL000005;PR000006;29;20.69;2022-07-30
OR005104;CL000016;PR000009;43;13.98;2022-07-30
OR005105;CL000039;PR000008;8;28.62;2022-07-31
OR005106;CL000055;PR000014;29;;2022-07-31
OR005107;CL000050;PR000009;1;14.84;2022-07-31
OR005108;CL000022;PR000001;39;2.46;2022-07-31
OR005109;CL000050;PR000028;31;2.53;2022-07-31
OR005110;CL000098;PR000027;31;32.47;2022-07-31
OR005111;CL000032;PR000019;7;22.95;2022-07-31
OR005112;CL000069;PR000006;11;24.73;2022-07-31
OR005113;CL000055;PR000012;45;14.98;2022-07-31
OR005114;CL000003;PR000003;37;26.28;2022-07-31
OR005115;CL000016;PR000011;2;33.64;2022-07-31
OR005116;CL000065;PR000028;49;2.58;2022-07-31
OR005117;CL000003;PR000020;47;14.79;2022-08-01
OR005118;CL000005;PR000013;7;3.47;2022-08-01
OR005119;CL000023;PR000026;36;11.15;2022-08-01
OR005120;CL000033;PR000016;40;6.77;2022-08-01
OR005121;CL000050;PR000001;44;2.36;2022-08-01
OR005122;CL000010;PR000003;30;26.28;2022-08-01
OR005123;CL000014;PR000008;50;28.62;2022-08-01
OR005124;CL000039;PR000001;33;2.41;2022-08-01
OR005125;CL000008;PR000014;12;31.17;2022-08-01
OR005126;CL000063;PR000020;14;14.79;2022-08-01
OR005127;CL000007;PR000007;38;24.02;2022-08-01
OR005128;CL000040;PR000003;16;27.35;2022-08-02
OR005129;CL000019;PR000016;50;6.38;2022-08-02
OR005130;CL000025;PR000005;19;10.62;2022-08-02
OR005131;CL000056;PR000003;42;26.81;2022-08-02
OR005132;CL000005;PR000025;16;26.41;2022-08-02
OR005133;CL000095;PR000004;14;9.77;2022-08-02
OR005134;CL000005;PR000019;4;21.21;2022-08-02
OR005135;CL000016;PR000015;4;15.99;2022-08-02
OR005136;CL000005;PR000003;42;26.28;2022-08-02
OR005137;CL000026;PR000014;7;31.17;2022-08-02
OR005138;CL000010;PR000013;39;3.61;2022-08-02
OR005139;CL000005;PR000009;33;13.98;2022-08-02
OR005140;CL000011;PR000006;48;24.73;2022-08-02
OR005141;CL000008;PR000027;29;31.83;2022-08-02
OR005142;CL000016;PR000017;21;24.43;2022-08-02
OR005143;CL000016;PR000024;30;12.05;2022-08-02
OR005144;CL000004;PR000018;39;7.97;2022-08-03
OR005145;CL000005;PR000011;37;33.64;2022-08-03
OR005146;CL000016;PR000011;41;33.64;2022-08-03
OR005147;CL000016;PR000001;3;2.31;2022-08-03
OR005148;CL000016;PR000001;50;;2022-08-03
OR005149;CL000019;PR000010;14;20.86;2022-08-03
OR005150;CL000026;PR000017;16;24.43;2022-08-04
OR005151;CL000026;PR000019;12;22.06;2022-08-04
OR005152;CL000016;PR000018;29;7.66;2022-08-04
OR005153;CL000099;PR000003;31;27.35;2022-08-04
OR005154;CL000033;PR000006;32;25.72;2022-08-04
OR005155;CL000005;PR000010;12;20.86;2022-08-04
OR005156;CL000056;PR000003;20;26.81;2022-08-04
OR005157;CL000023;PR000028;23;2.53;2022-08-05
OR005158;CL000086;PR000010;27;21.28;2022-08-05
OR005159;CL000021;PR000004;10;9.58;2022-08-05
OR005160;CL000090;PR000013;37;3.91;2022-08-05
OR005161;CL000091;PR000020;50;14.79;2022-08-06
OR005162;CL000008;PR000015;12;15.99;2022-08-06
OR005163;CL000052;PR000002;44;13.92;2022-08-06
OR005164;CL000046;PR000002;1;14.48;2022-08-06
OR005165;CL000003;PR000026;10;11.15;2022-08-06
OR005166;CL000005;PR000024;31;11.81;2022-08-06
OR005167;CL000055;PR000001;16;2.31;2022-08-06
OR005168;CL000046;PR000009;45;15.14;2022-08-06
OR005169;CL000005;PR000031;6;10.08;2022-08-06
OR005170;CL000026;PR000031;36;10.08;2022-08-07
OR005171;CL000004;PR000002;35;13.92;2022-08-07
OR005172;CL000004;PR000003;16;26.28;2022-08-07
OR005173;CL000073;PR000001;16;2.46;2022-08-07
OR005174;CL000008;PR000015;41;15.99;2022-08-07
OR005175;CL000077;PR000027;23;33.78;2022-08-08
OR005176;CL000042;PR000025;46;26.41;2022-08-08
OR005177;CL000069;PR000027;29;32.47;2022-08-08
OR005178;CL000018;PR000015;36;16.97;2022-08-08
OR005179;CL000005;PR000011;3;33.64;2022-08-08
OR005180;CL000058;PR000006;48;25.72;2022-08-08
OR005181;CL000034;PR000011;49;33.64;2022-08-08
OR005182;CL000023;PR000030;39;12.1;2022-08-08
OR005183;CL000003;PR000016;1;6.38;2022-08-08
OR005184;CL000070;PR000020;32;14.79;2022-08-09
OR005185;CL000001;PR000016;25;6.38;2022-08-09
OR005186;CL000026;PR000020;38;14.5;2022-08-09
OR005187;CL000059;PR000015;23;17.66;2022-08-09
OR005188;CL000008;PR000028;2;2.53;2022-08-09
OR005189;CL000046;PR000005;23;10.62;2022-08-09
OR005190;CL000005;PR000030;27;12.1;2022-08-09
OR005191;CL000026;PR000027;42;31.83;2022-08-09
OR005192;CL000008;PR000013;50;3.54;2022-08-09
OR005193;CL000041;PR000010;21;21.28;2022-08-09
OR005194;CL000016;PR000008;26;28.06;2022-08-10
OR005195;CL000055;PR000008;8;28.06;2022-08-10
OR005196;CL000005;PR000013;27;3.47;2022-08-10
OR005197;CL000082;PR000003;17;27.9;2022-08-10
OR005198;CL000088;PR000013;47;3.83;2022-08-10
OR005199;CL000055;PR000028;16;2.53;2022-08-10
OR005200;CL000006;PR000018;5;8.13;2022-08-10
OR005201;CL000040;PR000028;41;2.53;2022-08-11
OR005202;CL000004;PR000011;33;33.64;2022-08-11
OR005203;CL000042;PR000018;27;8.29;2022-08-11
OR005204;CL000016;PR000006;28;21.52;2022-08-11
OR005205;CL000055;PR000006;9;22.39;2022-08-11
OR005206;CL000003;PR000001;25;2.31;2022-08-12
OR005207;CL000066;PR000006;13;24.25;2022-08-12
OR005208;CL000006;PR000007;33;24.02;2022-08-12
OR005209;CL000010;PR000001;36;2.36;2022-08-12
OR005210;CL000100;PR000015;23;17.66;2022-08-12
OR005211;CL000039;PR000028;23;2.53;2022-08-12
OR005212;CL000027;PR000031;8;10.28;2022-08-12
OR005213;CL000005;PR000014;39;30.56;2022-08-12
OR005214;CL000030;PR000031;42;10.28;2022-08-13
OR005215;CL000054;PR000013;18;3.75;2022-08-13
OR005216;CL000005;PR000016;41;6.38;2022-08-13
OR005217;CL000053;PR000002;47;14.2;2022-08-13
OR005218;CL000068;PR000017;32;25.42;2022-08-13
OR005219;CL000006;PR000030;43;12.1;2022-08-13
OR005220;CL000050;PR000021;24;33.63;2022-08-13
OR005221;CL000085;PR000026;45;11.15;2022-08-13
OR005222;CL000044;PR000016;41;6.64;2022-08-13
OR005223;CL000029;PR000015;15;16.64;2022-08-14
OR005224;CL000016;PR000015;47;15.99;2022-08-14
OR005225;CL000055;PR000028;22;2.53;2022-08-14
OR005226;CL000002;PR000006;18;;2022-08-14
OR005227;CL000013;PR000015;10;15.99;2022-08-14
OR005228;CL000004;PR000006;38;23.3;2022-08-15
OR005229;CL000063;PR000023;5;12.13;2022-08-15
OR005230;CL000005;PR000007;7;24.02;2022-08-15
OR005231;CL000013;PR000023;10;11.89;2022-08-15
OR005232;CL000073;PR000019;15;23.41;2022-08-15
OR005233;CL000072;PR000003;45;27.35;2022-08-15
OR005234;CL000004;PR000002;37;13.92;2022-08-15
OR005235;CL000005;PR000027;4;31.83;2022-08-15
OR005236;CL000039;PR000028;48;2.53;2022-08-15
OR005237;CL000003;PR000015;22;15.99;2022-08-15
OR005238;CL000003;PR000008;35;28.06;2022-08-15
OR005239;CL000005;PR000015;32;15.68;2022-08-16
OR005240;CL000008;PR000030;41;12.1;2022-08-16
OR005241;CL000079;PR000011;16;33.64;2022-08-16
OR005242;CL000003;PR000007;32;24.02;2022-08-16
OR005243;CL000055;PR000021;40;33.63;2022-08-16
OR005244;CL000004;PR000006;23;23.3;2022-08-16
OR005245;CL000002;PR000020;28;14.79;2022-08-16
OR005246;CL000014;PR000028;2;2.53;2022-08-16
OR005247;CL000068;PR000008;46;28.62;2022-08-16
OR005248;CL000049;PR000003;37;27.35;2022-08-17
OR005249;CL000016;PR000015;2;15.99;2022-08-17
OR005250;CL000032;PR000011;9;33.64;2022-08-17
OR005251;CL000054;PR000006;46;24.25;2022-08-17
OR005252;CL000008;PR000018;20;7.81;2022-08-17
OR005253;CL000024;PR000030;21;12.1;2022-08-18
OR005254;CL000027;PR000003;9;27.35;2022-08-18
OR005255;CL000016;PR000006;40;21.1;2022-08-18
OR005256;CL000016;PR000009;15;13.98;2022-08-18
OR005257;CL000009;PR000001;47;2.46;2022-08-18
OR005258;CL000078;PR000009;40;15.14;2022-08-18
OR005259;CL000085;PR000018;17;8.29;2022-08-18
OR005260;CL000010;PR000025;24;26.41;2022-08-18
OR005261;CL000044;PR000007;12;24.02;2022-08-18
OR005262;CL000008;PR000011;4;33.64;2022-08-18
OR005263;CL000026;PR000001;42;2.31;2022-08-19
OR005264;CL000013;PR000022;27;30.19;2022-08-19
OR005265;CL000005;PR000006;5;20.69;2022-08-19
OR005266;CL000002;PR000028;49;2.53;2022-08-19
OR005267;CL000005;PR000008;8;26.97;2022-08-19
OR005268;CL000005;PR000031;9;10.08;2022-08-19
OR005269;CL000024;PR000021;35;33.63;2022-08-19
OR005270;CL000037;PR000017;29;25.42;2022-08-19
OR005271;CL000008;PR000009;38;13.98;2022-08-19
OR005272;CL000064;PR000009;14;15.14;2022-08-19
OR005273;CL000075;PR000016;13;6.64;2022-08-19
OR005274;CL000041;PR000017;34;25.42;2022-08-20
OR005275;CL000032;PR000009;26;15.14;2022-08-20
OR005276;CL000066;PR000006;44;;2022-08-20
OR005277;CL000016;PR000008;50;28.06;2022-08-20
OR005278;CL000078;PR000031;16;10.28;2022-08-20
OR005279;CL000055;PR000013;4;3.61;2022-08-20
OR005280;CL000013;PR000007;14;24.02;2022-08-20
OR005281;CL000005;PR000014;18;30.56;2022-08-20
OR005282;CL000055;PR000011;8;33.64;2022-08-21
OR005283;CL000036;PR000015;30;16.97;2022-08-21
OR005284;CL000005;PR000017;13;24.43;2022-08-21
OR005285;CL000018;PR000023;28;12.87;2022-08-21
OR005286;CL000078;PR000001;23;2.41;2022-08-21
OR005287;CL000017;PR000009;29;15.14;2022-08-21
OR005288;CL000094;PR000015;6;17.66;2022-08-22
OR005289;CL000009;PR000004;8;9.58;2022-08-22
OR005290;CL000050;PR000008;25;28.62;2022-08-22
OR005291;CL000021;PR000001;33;2.46;2022-08-22
OR005292;CL000062;PR000009;26;15.14;2022-08-23
OR005293;CL000073;PR000022;36;30.19;2022-08-23
OR005294;CL000039;PR000010;48;21.28;2022-08-23
OR005295;CL000002;PR000026;34;11.15;2022-08-23
OR005296;CL000063;PR000008;30;28.62;2022-08-23
OR005297;CL000096;PR000014;26;34.41;2022-08-23
OR005298;CL000008;PR000021;19;33.63;2022-08-23
OR005299;CL000044;PR000015;44;16.64;2022-08-23
OR005300;CL000034;PR000022;27;30.19;2022-08-23
OR005301;CL000029;PR000011;12;33.64;2022-08-24
OR005302;CL000041;PR000015;17;17.31;2022-08-24
OR005303;CL000076;PR000028;6;2.58;2022-08-24
OR005304;CL000016;PR000009;32;13.98;2022-08-24
OR005305;CL000016;PR000004;50;9.03;2022-08-24
OR005306;CL000003;PR000013;2;3.61;2022-08-25
OR005307;CL000030;PR000001;24;2.41;2022-08-25
OR005308;CL000072;PR000023;13;12.62;2022-08-25
OR005309;CL000064;PR000027;21;32.47;2022-08-25
OR005310;CL000042;PR000022;16;30.19;2022-08-25
OR005311;CL000008;PR000006;11;21.52;2022-08-25
OR005312;CL000016;PR000015;39;15.99;2022-08-25
OR005313;CL000031;PR000028;37;2.58;2022-08-25
OR005314;CL000063;PR000027;39;31.83;2022-08-25
OR005315;CL000031;PR000012;43;15.28;2022-08-26
OR005316;CL000090;PR000019;24;23.41;2022-08-26
OR005317;CL000026;PR000010;32;20.86;2022-08-26
OR005318;CL000086;PR000031;28;10.28;2022-08-26
OR005319;CL000092;PR000018;6;8.29;2022-08-26
OR005320;CL000063;PR000004;4;9.39;2022-08-26
OR005321;CL000016;PR000006;33;21.52;2022-08-26
OR005322;CL000016;PR000016;14;6.38;2022-08-26
OR005323;CL000050;PR000001;27;2.36;2022-08-26
OR005324;CL000026;PR000015;6;15.99;2022-08-26
OR005325;CL000005;PR000013;15;3.54;2022-08-26
OR005326;CL000046;PR000003;10;27.9;2022-08-27
OR005327;CL000052;PR000015;40;16.31;2022-08-27
OR005328;CL000082;PR000014;8;34.41;2022-08-27
OR005329;CL000002;PR000015;16;16.31;2022-08-27
OR005330;CL000019;PR000013;40;3.61;2022-08-27
OR005331;CL000099;PR000004;6;9.39;2022-08-27
OR005332;CL000016;PR000013;11;3.54;2022-08-27
OR005333;CL000005;PR000027;8;31.83;2022-08-27
OR005334;CL000008;PR000028;49;2.53;2022-08-27
OR005335;CL000071;PR000004;12;9.39;2022-08-27
OR005336;CL000005;PR000011;26;33.64;2022-08-27
OR005337;CL000005;PR000013;10;3.54;2022-08-27
OR005338;CL000061;PR000027;32;33.78;2022-08-27
OR005339;CL000016;PR000010;46;20.86;2022-08-27
OR005340;CL000016;PR000012;21;14.98;2022-08-28
OR005341;CL000050;PR000028;5;2.53;2022-08-28
OR005342;CL000001;PR000013;27;3.61;2022-08-28
OR005343;CL000005;PR000005;30;10.62;2022-08-28
OR005344;CL000049;PR000010;44;21.28;2022-08-28
OR005345;CL000016;PR000009;7;13.98;2022-08-28
OR005346;CL000008;PR000009;30;14.26;2022-08-28
OR005347;CL000005;PR000013;8;3.54;2022-08-29
OR005348;CL000005;PR000027;19;31.21;2022-08-29
OR005349;CL000070;PR000027;23;31.83;2022-08-29
OR005350;CL000030;PR000009;15;15.14;2022-08-29
OR005351;CL000055;PR000015;21;15.99;2022-08-29
OR005352;CL000005;PR000020;33;14.22;2022-08-29
OR005353;CL000055;PR000006;20;22.84;2022-08-29
OR005354;CL000026;PR000003;26;26.28;2022-08-29
OR005355;CL000018;PR000008;38;28.62;2022-08-29
OR005356;CL000003;PR000003;30;26.28;2022-08-29
OR005357;CL000008;PR000027;27;31.83;2022-08-29
OR005358;CL000005;PR000017;18;24.43;2022-08-29
OR005359;CL000052;PR000018;33;8.13;2022-08-29
OR005360;CL000008;PR000028;7;2.53;2022-08-29
OR005361;CL000033;PR000020;3;14.79;2022-08-29
OR005362;CL000096;PR000006;8;24.73;2022-08-30
OR005363;CL000099;PR000006;44;24.25;2022-08-30
OR005364;CL000078;PR000024;25;12.29;2022-08-30
OR005365;CL000023;PR000001;45;2.41;2022-08-30
OR005366;CL000037;PR000009;11;15.14;2022-08-31
OR005367;CL000071;PR000006;18;23.77;2022-08-31
OR005368;CL000015;PR000019;35;23.41;2022-08-31
OR005369;CL000005;PR000027;31;31.21;2022-08-31
OR005370;CL000001;PR000015;22;15.99;2022-08-31
OR005371;CL000097;PR000016;27;6.64;2022-08-31
OR005372;CL000030;PR000023;5;12.87;2022-08-31
OR005373;CL000006;PR000018;25;8.13;2022-08-31
OR005374;CL000005;PR000012;31;14.98;2022-08-31
OR005375;CL000033;PR000001;10;2.51;2022-09-01
OR005376;CL000056;PR000008;40;28.62;2022-09-01
OR005377;CL000010;PR000004;43;9.21;2022-09-01
OR005378;CL000021;PR000011;22;33.64;2022-09-01
OR005379;CL000095;PR000008;48;28.62;2022-09-01
OR005380;CL000014;PR000004;29;;2022-09-01
OR005381;CL000013;PR000028;31;2.53;2022-09-01
OR005382;CL000020;PR000008;19;28.62;2022-09-02
OR005383;CL000005;PR000009;22;13.98;2022-09-02
OR005384;CL000004;PR000006;1;23.3;2022-09-02
OR005385;CL000094;PR000015;14;17.66;2022-09-02
OR005386;CL000010;PR000008;32;28.62;2022-09-02
OR005387;CL000008;PR000030;34;12.1;2022-09-02
OR005388;CL000010;PR000009;8;14.84;2022-09-03
OR005389;CL000067;PR000027;39;32.47;2022-09-03
OR005390;CL000026;PR000010;1;20.86;2022-09-03
OR005391;CL000058;PR000023;36;13.13;2022-09-03
OR005392;CL000005;PR000027;13;31.83;2022-09-03
OR005393;CL000014;PR000006;10;24.25;2022-09-03
OR005394;CL000050;PR000014;16;31.79;2022-09-03
OR005395;CL000029;PR000015;21;16.64;2022-09-03
OR005396;CL000005;PR000013;46;3.47;2022-09-04
OR005397;CL000054;PR000014;39;33.74;2022-09-04
OR005398;CL000016;PR000023;8;11.89;2022-09-04
OR005399;CL000050;PR000012;45;15.28;2022-09-04
OR005400;CL000005;PR000020;35;14.22;2022-09-04
OR005401;CL000017;PR000001;11;2.41;2022-09-04
OR005402;CL000023;PR000024;22;12.05;2022-09-04
OR005403;CL000069;PR000016;14;6.77;2022-09-04
OR005404;CL000050;PR000001;40;2.36;2022-09-04
OR005405;CL000083;PR000020;33;14.79;2022-09-04
OR005406;CL000078;PR000019;7;23.41;2022-09-04
OR005407;CL000005;PR000017;21;24.43;2022-09-05
OR005408;CL000007;PR000028;19;2.53;2022-09-05
OR005409;CL000005;PR000006;35;20.69;2022-09-05
OR005410;CL000087;PR000009;13;15.14;2022-09-05
OR005411;CL000038;PR000005;19;10.62;2022-09-05
OR005412;CL000056;PR000015;34;16.31;2022-09-05
OR005413;CL000011;PR000011;43;33.64;2022-09-05
OR005414;CL000019;PR000007;15;24.02;2022-09-05
OR005415;CL000063;PR000027;17;31.83;2022-09-05
OR005416;CL000003;PR000004;49;9.21;2022-09-05
OR005417;CL000049;PR000012;22;15.28;2022-09-05
OR005418;CL000007;PR000016;1;6.64;2022-09-06
OR005419;CL000001;PR000008;6;28.62;2022-09-06
OR005420;CL000031;PR000004;34;9.58;2022-09-06
OR005421;CL000078;PR000009;10;15.14;2022-09-06
OR005422;CL000010;PR000013;13;3.61;2022-09-06
OR005423;CL000049;PR000009;36;15.14;2022-09-06
OR005424;CL000057;PR000006;36;25.72;2022-09-06
OR005425;CL000036;PR000001;13;2.41;2022-09-06
OR005426;CL000016;PR000013;7;3.54;2022-09-06
OR005427;CL000013;PR000004;37;9.21;2022-09-06
OR005428;CL000041;PR000005;26;10.62;2022-09-06
OR005429;CL000008;PR000006;7;21.52;2022-09-06
OR005430;CL000050;PR000028;27;2.53;2022-09-06
OR005431;CL000016;PR000023;4;11.89;2022-09-07
OR005432;CL000013;PR000027;30;31.83;2022-09-07
OR005433;CL000017;PR000004;18;9.39;2022-09-07
OR005434;CL000050;PR000008;9;28.62;2022-09-07
OR005435;CL000064;PR000009;42;15.14;2022-09-07
OR005436;CL000056;PR000031;20;10.28;2022-09-07
OR005437;CL000066;PR000009;10;15.14;2022-09-08
OR005438;CL000031;PR000016;50;6.77;2022-09-08
OR005439;CL000008;PR000014;20;31.17;2022-09-08
OR005440;CL000079;PR000025;32;26.41;2022-09-09
OR005441;CL000026;PR000004;45;9.21;2022-09-09
OR005442;CL000096;PR000028;45;2.53;2022-09-09
OR005443;CL000081;PR000016;3;6.77;2022-09-09
OR005444;CL000078;PR000029;30;26.85;2022-09-09
OR005445;CL000018;PR000010;44;21.28;2022-09-09
OR005446;CL000028;PR000009;42;15.14;2022-09-09
OR005447;CL000014;PR000005;47;10.62;2022-09-09
OR005448;CL000013;PR000001;7;2.36;2022-09-09
OR005449;CL000097;PR000006;6;24.73;2022-09-09
OR005450;CL000060;PR000028;15;2.53;2022-09-10
OR005451;CL000005;PR000016;50;6.38;2022-09-10
OR005452;CL000054;PR000011;40;33.64;2022-09-10
OR005453;CL000084;PR000028;11;2.58;2022-09-10
OR005454;CL000047;PR000006;24;26.23;2022-09-10
OR005455;CL000003;PR000010;50;20.86;2022-09-11
OR005456;CL000003;PR000004;47;9.21;2022-09-11
OR005457;CL000054;PR000003;10;27.35;2022-09-11
OR005458;CL000011;PR000016;24;6.64;2022-09-11
OR005459;CL000025;PR000019;36;23.41;2022-09-11
OR005460;CL000024;PR000009;50;14.84;2022-09-11
OR005461;CL000016;PR000013;14;3.54;2022-09-11
OR005462;CL000005;PR000030;48;12.1;2022-09-11
OR005463;CL000023;PR000009;46;14.84;2022-09-11
OR005464;CL000067;PR000015;26;17.66;2022-09-11
OR005465;CL000043;PR000016;33;6.64;2022-09-11
OR005466;CL000014;PR000003;27;27.35;2022-09-12
OR005467;CL000005;PR000018;33;7.66;2022-09-12
OR005468;CL000024;PR000031;48;10.08;2022-09-12
OR005469;CL000040;PR000013;29;3.75;2022-09-12
OR005470;CL000024;PR000009;50;14.84;2022-09-12
OR005471;CL000087;PR000009;39;15.14;2022-09-12
OR005472;CL000026;PR000012;15;14.98;2022-09-12
OR005473;CL000002;PR000002;4;13.92;2022-09-12
OR005474;CL000046;PR000015;16;18.01;2022-09-12
OR005475;CL000054;PR000016;37;6.64;2022-09-12
OR005476;CL000005;PR000017;26;24.43;2022-09-12
OR005477;CL000050;PR000008;21;28.62;2022-09-13
OR005478;CL000024;PR000024;49;12.05;2022-09-13
OR005479;CL000054;PR000008;43;28.62;2022-09-13
OR005480;CL000023;PR000013;49;3.68;2022-09-13
OR005481;CL000005;PR000028;25;2.53;2022-09-13
OR005482;CL000004;PR000008;40;28.06;2022-09-14
OR005483;CL000050;PR000012;3;15.28;2022-09-14
OR005484;CL000050;PR000027;50;31.83;2022-09-14
OR005485;CL000019;PR000004;35;9.21;2022-09-14
OR005486;CL000100;PR000031;11;10.28;2022-09-14
OR005487;CL000004;PR000004;4;9.21;2022-09-14
OR005488;CL000011;PR000003;42;27.35;2022-09-14
OR005489;CL000042;PR000028;44;2.53;2022-09-14
OR005490;CL000059;PR000001;41;2.51;2022-09-14
OR005491;CL000030;PR000013;31;3.75;2022-09-15
OR005492;CL000038;PR000009;25;15.14;2022-09-15
OR005493;CL000030;PR000018;16;8.29;2022-09-15
OR005494;CL000034;PR000003;21;27.35;2022-09-15
OR005495;CL000016;PR000030;34;12.1;2022-09-15
OR005496;CL000004;PR000008;20;28.06;2022-09-15
OR005497;CL000087;PR000015;23;18.01;2022-09-15
OR005498;CL000042;PR000007;35;24.02;2022-09-15
OR005499;CL000052;PR000001;5;2.41;2022-09-15
OR005500;CL000026;PR000008;24;28.06;2022-09-15
OR005501;CL000005;PR000018;30;7.66;2022-09-15
OR005502;CL000040;PR000003;23;27.35;2022-09-15
OR005503;CL000052;PR000008;46;28.62;2022-09-15
OR005504;CL000005;PR000027;15;31.83;2022-09-15
OR005505;CL000005;PR000013;40;3.54;2022-09-15
OR005506;CL000029;PR000027;5;31.83;2022-09-16
OR005507;CL000078;PR000006;5;24.25;2022-09-16
OR005508;CL000016;PR000003;38;26.28;2022-09-16
OR005509;CL000024;PR000016;39;6.38;2022-09-16
OR005510;CL000005;PR000006;21;20.69;2022-09-16
OR005511;CL000044;PR000001;11;2.41;2022-09-17
OR005512;CL000013;PR000028;22;2.53;2022-09-17
OR005513;CL000008;PR000028;27;2.53;2022-09-17
OR005514;CL000042;PR000009;2;14.84;2022-09-17
OR005515;CL000016;PR000008;50;28.06;2022-09-17
OR005516;CL000072;PR000027;19;31.83;2022-09-17
OR005517;CL000094;PR000020;46;14.79;2022-09-17
OR005518;CL000016;PR000015;43;15.99;2022-09-17
OR005519;CL000013;PR000013;7;3.61;2022-09-18
OR005520;CL000043;PR000006;34;24.73;2022-09-18
OR005521;CL000002;PR000015;39;16.31;2022-09-18
